name = extended_platinum_ec
technique = EC
tstamp = 1580482722.0
backend_name = memory
id = 6
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]' and 'selector'
N_header_lines = 9

time/s,	raw potential / [V],	raw current / [mA],	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	selector
735.655743598938,	-0.31461531,	-4.78684186819067e-05,	0.40038469,	-4.78684186819067e-05,	4,	
736.655743598938,	-0.31476793,	-4.836030240749673e-05,	0.40023207,	-4.836030240749673e-05,	4,	
737.6557433605194,	-0.31432915,	-5.147701452264641e-05,	0.40067084999999997,	-5.147701452264641e-05,	4,	
738.6557433605194,	-0.3141956,	-5.600640416960235e-05,	0.40080439999999995,	-5.600640416960235e-05,	4,	
739.6557433605194,	-0.31238332,	-6.130975359777734e-05,	0.40261667999999995,	-6.130975359777734e-05,	4,	
740.6557433605194,	-0.31270763,	-6.622274950799463e-05,	0.40229236999999995,	-6.622274950799463e-05,	4,	
741.6557433605194,	-0.3123261,	-6.957649846548862e-05,	0.4026739,	-6.957649846548862e-05,	4,	
742.6557433605194,	-0.31245962,	-7.128639306130252e-05,	0.40254038,	-7.128639306130252e-05,	4,	
743.6557433605194,	-0.31242147,	-6.943641340703834e-05,	0.40257853,	-6.943641340703834e-05,	4,	
744.6557433605194,	-0.31316546,	-6.663091464812962e-05,	0.40183453999999996,	-6.663091464812962e-05,	4,	
745.6557433605194,	-0.31465346,	-6.322614880283507e-05,	0.40034654,	-6.322614880283507e-05,	4,	
746.6557433605194,	-0.314291,	-6.006871739059531e-05,	0.400709,	-6.006871739059531e-05,	4,	
747.6557433605194,	-0.31549284,	-5.836683898558035e-05,	0.39950716,	-5.836683898558035e-05,	4,	
748.6557433605194,	-0.31497777,	-5.806618815150291e-05,	0.40002223,	-5.806618815150291e-05,	4,	
749.6557433605194,	-0.31396669,	-6.107004484002233e-05,	0.40103331,	-6.107004484002233e-05,	4,	
750.6557433605194,	-0.31410024,	-6.542372289370064e-05,	0.40089976,	-6.542372289370064e-05,	4,	
751.6557433605194,	-0.31284115,	-6.998084926436855e-05,	0.40215884999999996,	-6.998084926436855e-05,	4,	
752.6557433605194,	-0.31270763,	-7.394188260620923e-05,	0.40229236999999995,	-7.394188260620923e-05,	4,	
753.6557433605194,	-0.31219256,	-7.736713550844459e-05,	0.40280743999999996,	-7.736713550844459e-05,	4,	
754.6557433605194,	-0.31259316,	-7.833372844646101e-05,	0.40240684,	-7.833372844646101e-05,	4,	
755.6557433605194,	-0.31219256,	-7.661926079695149e-05,	0.40280743999999996,	-7.661926079695149e-05,	4,	
756.6557431221008,	-0.31259316,	-7.395447870181895e-05,	0.40240684,	-7.395447870181895e-05,	4,	
757.6557431221008,	-0.31293654,	-7.049462017685078e-05,	0.40206346,	-7.049462017685078e-05,	4,	
758.6557431221008,	-0.31381407,	-6.741683411282226e-05,	0.40118592999999997,	-6.741683411282226e-05,	4,	
759.6557431221008,	-0.31440547,	-6.567170139652496e-05,	0.40059452999999995,	-6.567170139652496e-05,	4,	
760.6557431221008,	-0.31446269,	-6.614183302930312e-05,	0.40053731,	-6.614183302930312e-05,	4,	
761.6557431221008,	-0.31406209,	-6.844093809837661e-05,	0.40093790999999995,	-6.844093809837661e-05,	4,	
762.6557431221008,	-0.31387129,	-7.242577031507267e-05,	0.40112870999999994,	-7.242577031507267e-05,	4,	
763.6557431221008,	-0.31358516,	-7.688466701478091e-05,	0.40141484,	-7.688466701478091e-05,	4,	
764.6557431221008,	-0.31331807,	-8.080523993394336e-05,	0.40168192999999996,	-8.080523993394336e-05,	4,	
765.6557431221008,	-0.31356609,	-8.367881236316633e-05,	0.40143390999999995,	-8.367881236316633e-05,	4,	
766.6557431221008,	-0.3128984,	-8.411331510554306e-05,	0.40210159999999995,	-8.411331510554306e-05,	4,	
767.6557431221008,	-0.31278393,	-8.207884574251245e-05,	0.40221607,	-8.207884574251245e-05,	4,	
768.6557431221008,	-0.313795,	-7.871911935116035e-05,	0.401205,	-7.871911935116035e-05,	4,	
769.6557431221008,	-0.31333715,	-7.525060506402494e-05,	0.40166284999999996,	-7.525060506402494e-05,	4,	
770.6557431221008,	-0.31411931,	-7.18182256638785e-05,	0.40088069,	-7.18182256638785e-05,	4,	
771.6557431221008,	-0.31431007,	-6.955296085120043e-05,	0.40068992999999997,	-6.955296085120043e-05,	4,	
772.6557431221008,	-0.314291,	-6.947738147661665e-05,	0.400709,	-6.947738147661665e-05,	4,	
773.6557431221008,	-0.31400484,	-7.189787427356025e-05,	0.40099515999999996,	-7.189787427356025e-05,	4,	
774.6557431221008,	-0.3136996,	-7.608589445636665e-05,	0.40130039999999995,	-7.608589445636665e-05,	4,	
775.6557431221008,	-0.31411931,	-8.054288386561011e-05,	0.40088069,	-8.054288386561011e-05,	4,	
776.6557428836823,	-0.31215441,	-8.488702304483152e-05,	0.40284559,	-8.488702304483152e-05,	4,	
777.6557428836823,	-0.31270763,	-8.796836444839188e-05,	0.40229236999999995,	-8.796836444839188e-05,	4,	
778.6557428836823,	-0.31268856,	-8.825438452362275e-05,	0.40231143999999996,	-8.825438452362275e-05,	4,	
779.6557428836823,	-0.31263131,	-8.67810213973088e-05,	0.40236869,	-8.67810213973088e-05,	4,	
780.6557428836823,	-0.31335622,	-8.332637180213866e-05,	0.40164377999999995,	-8.332637180213866e-05,	4,	
781.6557428836823,	-0.31406209,	-8.009298615302212e-05,	0.40093790999999995,	-8.009298615302212e-05,	4,	
782.6557428836823,	-0.31453899,	-7.629634051264705e-05,	0.40046100999999995,	-7.629634051264705e-05,	4,	
783.6557428836823,	-0.31514946,	-7.392114365422351e-05,	0.39985054,	-7.392114365422351e-05,	4,	
784.6557428836823,	-0.31436729,	-7.378920121158244e-05,	0.40063270999999995,	-7.378920121158244e-05,	4,	
785.6557428836823,	-0.31371871,	-7.550545696143445e-05,	0.40128128999999996,	-7.550545696143445e-05,	4,	
786.6557428836823,	-0.31371871,	-7.93046488577943e-05,	0.40128128999999996,	-7.93046488577943e-05,	4,	
787.6557428836823,	-0.31383315,	-8.35347791221751e-05,	0.40116684999999996,	-8.35347791221751e-05,	4,	
788.6557428836823,	-0.31352791,	-8.72272285640065e-05,	0.40147208999999995,	-8.72272285640065e-05,	4,	
789.6557428836823,	-0.31242147,	-9.017039251518776e-05,	0.40257853,	-9.017039251518776e-05,	4,	
790.6557428836823,	-0.31255502,	-9.114627123634595e-05,	0.40244497999999995,	-9.114627123634595e-05,	4,	
791.6557428836823,	-0.31295562,	-8.925672608461923e-05,	0.40204438,	-8.925672608461923e-05,	4,	
792.6557428836823,	-0.31360424,	-8.577078094696745e-05,	0.40139576,	-8.577078094696745e-05,	4,	
793.6557428836823,	-0.31375685,	-8.241907399972781e-05,	0.40124315,	-8.241907399972781e-05,	4,	
794.6557428836823,	-0.31390947,	-7.870766578635087e-05,	0.40109052999999995,	-7.870766578635087e-05,	4,	
795.6557428836823,	-0.31444362,	-7.613818810712022e-05,	0.40055638,	-7.613818810712022e-05,	4,	
796.6557426452637,	-0.31440547,	-7.54272044421498e-05,	0.40059452999999995,	-7.54272044421498e-05,	4,	
797.6557426452637,	-0.3138904,	-7.753610502614946e-05,	0.40110959999999996,	-7.753610502614946e-05,	4,	
798.6557426452637,	-0.31347069,	-8.108286446147873e-05,	0.40152931,	-8.108286446147873e-05,	4,	
799.6557426452637,	-0.31396669,	-8.568731854330163e-05,	0.40103331,	-8.568731854330163e-05,	4,	
800.6557426452637,	-0.31324178,	-8.999099517431543e-05,	0.40175821999999994,	-8.999099517431543e-05,	4,	
801.6557426452637,	-0.31335622,	-9.327031408707851e-05,	0.40164377999999995,	-9.327031408707851e-05,	4,	
802.6557426452637,	-0.31299376,	-9.464952645350311e-05,	0.40200623999999996,	-9.464952645350311e-05,	4,	
803.6557426452637,	-0.31318453,	-9.314931281130615e-05,	0.40181546999999995,	-9.314931281130615e-05,	4,	
804.6557426452637,	-0.31335622,	-8.976197505734834e-05,	0.40164377999999995,	-8.976197505734834e-05,	4,	
805.6557426452637,	-0.31343254,	-8.52781369451805e-05,	0.40156746,	-8.52781369451805e-05,	4,	
806.6557426452637,	-0.31400484,	-8.13215571650633e-05,	0.40099515999999996,	-8.13215571650633e-05,	4,	
807.6557426452637,	-0.31432915,	-7.801093461430359e-05,	0.40067084999999997,	-7.801093461430359e-05,	4,	
808.6557426452637,	-0.3146916,	-7.68519702846731e-05,	0.40030839999999995,	-7.68519702846731e-05,	4,	
809.6557426452637,	-0.31442454,	-7.806691905955752e-05,	0.40057546,	-7.806691905955752e-05,	4,	
810.6557426452637,	-0.31314638,	-8.209754951739117e-05,	0.40185361999999997,	-8.209754951739117e-05,	4,	
811.6557426452637,	-0.31333715,	-8.644181589471619e-05,	0.40166284999999996,	-8.644181589471619e-05,	4,	
812.6557426452637,	-0.31371871,	-9.098634423962724e-05,	0.40128128999999996,	-9.098634423962724e-05,	4,	
813.6557426452637,	-0.31310824,	-9.461084412113797e-05,	0.40189176,	-9.461084412113797e-05,	4,	
814.6557426452637,	-0.31268856,	-9.614133451947863e-05,	0.40231143999999996,	-9.614133451947863e-05,	4,	
815.6557426452637,	-0.31324178,	-9.500030312024703e-05,	0.40175821999999994,	-9.500030312024703e-05,	4,	
816.6557424068451,	-0.31247869,	-9.141142632260548e-05,	0.40252130999999997,	-9.141142632260548e-05,	4,	
817.6557424068451,	-0.313795,	-8.721997611164055e-05,	0.401205,	-8.721997611164055e-05,	4,	
818.6557424068451,	-0.31373778,	-8.349992157892538e-05,	0.40126221999999995,	-8.349992157892538e-05,	4,	
819.6557424068451,	-0.31459624,	-8.009667586280798e-05,	0.40040375999999994,	-8.009667586280798e-05,	4,	
820.6557424068451,	-0.31507313,	-7.88050029633837e-05,	0.39992687,	-7.88050029633837e-05,	4,	
821.6557424068451,	-0.3141956,	-7.998433060955683e-05,	0.40080439999999995,	-7.998433060955683e-05,	4,	
822.6557424068451,	-0.31394762,	-8.3259573555961e-05,	0.40105238,	-8.3259573555961e-05,	4,	
823.6557424068451,	-0.31400484,	-8.718587664067199e-05,	0.40099515999999996,	-8.718587664067199e-05,	4,	
824.6557424068451,	-0.31282207,	-9.124080971143942e-05,	0.40217792999999996,	-9.124080971143942e-05,	4,	
825.655942440033,	-0.31270763,	-9.449874984465245e-05,	0.40229236999999995,	-9.449874984465245e-05,	4,	
826.155942440033,	-0.57028216,	-0.050020911,	0.14471784,	-0.050020911,	4,	
826.655942440033,	-0.6489929,	-0.050022189,	0.06600709999999999,	-0.050022189,	4,	
827.155942440033,	-0.69368976,	-0.050028548,	0.021310239999999925,	-0.050028548,	4,	
827.655942440033,	-0.70154941,	-0.050019003,	0.013450589999999929,	-0.050019003,	4,	
828.155942440033,	-0.704678,	-0.050021552,	0.010321999999999942,	-0.050021552,	4,	
828.655942440033,	-0.70692903,	-0.050020281,	0.00807097000000001,	-0.050020281,	4,	
829.155942440033,	-0.70841706,	-0.050029185,	0.006582939999999926,	-0.050029185,	4,	
829.655942440033,	-0.7093327,	-0.050029185,	0.005667299999999931,	-0.050029185,	4,	
830.155942440033,	-0.71015304,	-0.05001837,	0.004846959999999956,	-0.05001837,	4,	
830.655942440033,	-0.71085888,	-0.050025366,	0.004141119999999998,	-0.050025366,	4,	
831.155942440033,	-0.71146935,	-0.050015185,	0.0035306499999999685,	-0.050015185,	4,	
831.655942440033,	-0.7117936,	-0.050009459,	0.0032063999999999426,	-0.050009459,	4,	
832.155942440033,	-0.7129764,	-0.050006282,	0.0020236000000000143,	-0.050006282,	4,	
832.655942440033,	-0.71288103,	-0.050012007,	0.0021189699999999423,	-0.050012007,	4,	
833.1559422016144,	-0.71360594,	-0.049999285,	0.0013940599999999748,	-0.049999285,	4,	
833.6559422016144,	-0.71427363,	-0.050014555,	0.0007263699999999762,	-0.050014555,	4,	
834.1559422016144,	-0.71351051,	-0.050012644,	0.0014894899999999822,	-0.050012644,	4,	
834.6559422016144,	-0.71394932,	-0.050016463,	0.0010506799999999705,	-0.050016463,	4,	
835.1559422016144,	-0.71383482,	-0.050017096,	0.001165179999999988,	-0.050017096,	4,	
835.6559422016144,	-0.71356779,	-0.050017733,	0.0014322099999999338,	-0.050017733,	4,	
836.1559422016144,	-0.71351051,	-0.050013915,	0.0014894899999999822,	-0.050013915,	4,	
836.6559422016144,	-0.71291918,	-0.050019003,	0.0020808199999999832,	-0.050019003,	4,	
837.1559422016144,	-0.71326256,	-0.050015185,	0.001737439999999979,	-0.050015185,	4,	
837.6559422016144,	-0.71242315,	-0.050016463,	0.002576849999999964,	-0.050016463,	4,	
838.1559422016144,	-0.71339607,	-0.050024729,	0.0016039299999999201,	-0.050024729,	4,	
838.6559422016144,	-0.71255672,	-0.050020281,	0.0024432799999999366,	-0.050020281,	4,	
839.1559422016144,	-0.71206069,	-0.050017096,	0.0029393099999999173,	-0.050017096,	4,	
839.6559422016144,	-0.71259487,	-0.050015826,	0.0024051299999999776,	-0.050015826,	4,	
840.1559422016144,	-0.71301454,	-0.050020281,	0.0019854599999999945,	-0.050020281,	4,	
840.6559422016144,	-0.71360594,	-0.050020281,	0.0013940599999999748,	-0.050020281,	4,	
841.1559422016144,	-0.71372038,	-0.050017096,	0.0012796199999999258,	-0.050017096,	4,	
841.6559422016144,	-0.71400654,	-0.050024096,	0.0009934600000000016,	-0.050024096,	4,	
842.1559422016144,	-0.71408284,	-0.050022189,	0.0009171599999999724,	-0.050022189,	4,	
842.6559422016144,	-0.71497947,	-0.050022189,	2.053000000001859e-05,	-0.050022189,	4,	
843.1559422016144,	-0.71429271,	-0.05001964,	0.000707289999999916,	-0.05001964,	4,	
843.6559422016144,	-0.71440715,	-0.050008189,	0.0005928499999999781,	-0.050008189,	4,	
844.1559422016144,	-0.71475053,	-0.0500101,	0.0002494699999999739,	-0.0500101,	4,	
844.6559422016144,	-0.71457887,	-0.050007552,	0.0004211299999999918,	-0.050007552,	4,	
845.1559422016144,	-0.71410191,	-0.050009459,	0.0008980899999999625,	-0.050009459,	4,	
845.6559422016144,	-0.71394932,	-0.050010737,	0.0010506799999999705,	-0.050010737,	4,	
846.1559422016144,	-0.71335793,	-0.050014555,	0.00164206999999994,	-0.050014555,	4,	
846.6559422016144,	-0.71312898,	-0.050012007,	0.0018710199999999455,	-0.050012007,	4,	
847.1559422016144,	-0.714369,	-0.050013915,	0.0006309999999999372,	-0.050013915,	4,	
847.6559422016144,	-0.71356779,	-0.050026007,	0.0014322099999999338,	-0.050026007,	4,	
848.1559422016144,	-0.71364409,	-0.050032362,	0.0013559100000000157,	-0.050032362,	4,	
848.6559422016144,	-0.71326256,	-0.050022822,	0.001737439999999979,	-0.050022822,	4,	
849.1559422016144,	-0.71358687,	-0.050029185,	0.0014131299999999847,	-0.050029185,	4,	
849.6559422016144,	-0.71352959,	-0.05001964,	0.001470409999999922,	-0.05001964,	4,	
850.1559422016144,	-0.71326256,	-0.050021552,	0.001737439999999979,	-0.050021552,	4,	
850.6559422016144,	-0.71284288,	-0.050022822,	0.0021571200000000124,	-0.050022822,	4,	
851.1559422016144,	-0.71305269,	-0.050020911,	0.0019473099999999244,	-0.050020911,	4,	
851.6559422016144,	-0.71265209,	-0.050020911,	0.0023479100000000086,	-0.050020911,	4,	
852.1559422016144,	-0.71303362,	-0.050013915,	0.0019663799999999343,	-0.050013915,	4,	
852.6559419631958,	-0.71326256,	-0.050023459,	0.001737439999999979,	-0.050023459,	4,	
853.1559419631958,	-0.71295732,	-0.050015185,	0.0020426799999999634,	-0.050015185,	4,	
853.6559419631958,	-0.71394932,	-0.050025366,	0.0010506799999999705,	-0.050025366,	4,	
854.1559419631958,	-0.71356779,	-0.050022189,	0.0014322099999999338,	-0.050022189,	4,	
854.6559419631958,	-0.71328163,	-0.050019003,	0.001718369999999969,	-0.050019003,	4,	
855.1559419631958,	-0.71414006,	-0.050017096,	0.0008599400000000035,	-0.050017096,	4,	
855.6559419631958,	-0.7138539,	-0.0500101,	0.0011460999999999277,	-0.0500101,	4,	
856.1559419631958,	-0.71433085,	-0.050009459,	0.0006691500000000072,	-0.050009459,	4,	
856.6559419631958,	-0.71421635,	-0.050003733,	0.0007836499999999136,	-0.050003733,	4,	
857.1559419631958,	-0.71440715,	-0.050012644,	0.0005928499999999781,	-0.050012644,	4,	
857.6559419631958,	-0.71463609,	-0.050015185,	0.0003639100000000228,	-0.050015185,	4,	
858.1559419631958,	-0.71415913,	-0.050016463,	0.0008408699999999936,	-0.050016463,	4,	
858.6559419631958,	-0.71419728,	-0.050020281,	0.0008027199999999235,	-0.050020281,	4,	
859.1559419631958,	-0.71419728,	-0.05001837,	0.0008027199999999235,	-0.05001837,	4,	
859.6559419631958,	-0.71366316,	-0.050017096,	0.0013368400000000058,	-0.050017096,	4,	
860.1559419631958,	-0.71414006,	-0.050012644,	0.0008599400000000035,	-0.050012644,	4,	
860.6559419631958,	-0.71339607,	-0.050022189,	0.0016039299999999201,	-0.050022189,	4,	
861.1559419631958,	-0.71347237,	-0.05001837,	0.001527630000000002,	-0.05001837,	4,	
861.6559419631958,	-0.71372038,	-0.050019003,	0.0012796199999999258,	-0.050019003,	4,	
862.1559419631958,	-0.71322441,	-0.050017733,	0.001775589999999938,	-0.050017733,	4,	
862.6559419631958,	-0.71286196,	-0.050022822,	0.002138039999999952,	-0.050022822,	4,	
863.1559419631958,	-0.71307176,	-0.050023459,	0.0019282399999999145,	-0.050023459,	4,	
863.6559419631958,	-0.71276653,	-0.050027277,	0.0022334699999999597,	-0.050027277,	4,	
864.1559419631958,	-0.71265209,	-0.050023459,	0.0023479100000000086,	-0.050023459,	4,	
864.6559419631958,	-0.71316713,	-0.050017733,	0.0018328699999999865,	-0.050017733,	4,	
865.1559419631958,	-0.71387297,	-0.050026637,	0.0011270299999999178,	-0.050026637,	4,	
865.6559419631958,	-0.71383482,	-0.050017733,	0.001165179999999988,	-0.050017733,	4,	
866.1559419631958,	-0.7138539,	-0.050024729,	0.0011460999999999277,	-0.050024729,	4,	
866.6559419631958,	-0.71471238,	-0.050013915,	0.00028761999999993293,	-0.050013915,	4,	
867.1559419631958,	-0.7147696,	-0.05001837,	0.00023039999999996397,	-0.05001837,	4,	
867.6559419631958,	-0.71528471,	-0.050012007,	-0.00028471000000007685,	-0.050012007,	4,	
868.1559419631958,	-0.71543729,	-0.050012644,	-0.0004372900000000346,	-0.050012644,	4,	
868.6559419631958,	-0.71509391,	-0.050014555,	-9.391000000003036e-05,	-0.050014555,	4,	
869.1559419631958,	-0.71490312,	-0.050007552,	9.687999999996588e-05,	-0.050007552,	4,	
869.6559419631958,	-0.71442622,	-0.050012644,	0.0005737799999999682,	-0.050012644,	4,	
870.1559419631958,	-0.714369,	-0.050010737,	0.0006309999999999372,	-0.050010737,	4,	
870.6559419631958,	-0.71345329,	-0.050010737,	0.0015467099999999512,	-0.050010737,	4,	
871.1559419631958,	-0.71414006,	-0.05000883,	0.0008599400000000035,	-0.05000883,	4,	
871.6559419631958,	-0.71335793,	-0.050013915,	0.00164206999999994,	-0.050013915,	4,	
872.1559417247772,	-0.71314806,	-0.050013278,	0.0018519399999999964,	-0.050013278,	4,	
872.6559417247772,	-0.713377,	-0.050022189,	0.00162299999999993,	-0.050022189,	4,	
873.1559417247772,	-0.71410191,	-0.050029185,	0.0008980899999999625,	-0.050029185,	4,	
873.6559417247772,	-0.71328163,	-0.050020281,	0.001718369999999969,	-0.050020281,	4,	
874.1559417247772,	-0.71276653,	-0.050024729,	0.0022334699999999597,	-0.050024729,	4,	
874.6559417247772,	-0.71352959,	-0.050026637,	0.001470409999999922,	-0.050026637,	4,	
875.1559417247772,	-0.71331978,	-0.050023459,	0.00168022000000001,	-0.050023459,	4,	
875.6559417247772,	-0.7137776,	-0.050031733,	0.0012223999999999569,	-0.050031733,	4,	
876.1559417247772,	-0.71351051,	-0.050030455,	0.0014894899999999822,	-0.050030455,	4,	
876.6559417247772,	-0.71364409,	-0.050017096,	0.0013559100000000157,	-0.050017096,	4,	
877.1559417247772,	-0.71307176,	-0.050022822,	0.0019282399999999145,	-0.050022822,	4,	
877.6559417247772,	-0.71345329,	-0.050024729,	0.0015467099999999512,	-0.050024729,	4,	
878.1559417247772,	-0.7141782,	-0.050022822,	0.0008217999999999837,	-0.050022822,	4,	
878.6559417247772,	-0.71394932,	-0.050015826,	0.0010506799999999705,	-0.050015826,	4,	
879.1559417247772,	-0.71463609,	-0.050012644,	0.0003639100000000228,	-0.050012644,	4,	
879.6559417247772,	-0.71448344,	-0.050013915,	0.0005165599999999992,	-0.050013915,	4,	
880.1559417247772,	-0.71505576,	-0.049999923,	-5.576000000007131e-05,	-0.049999923,	4,	
880.6559417247772,	-0.71434993,	-0.05000883,	0.0006500699999999471,	-0.05000883,	4,	
881.1559417247772,	-0.71486497,	-0.050005011,	0.00013502999999992493,	-0.050005011,	4,	
881.6559417247772,	-0.71494132,	-0.05001137,	5.867999999997764e-05,	-0.05001137,	4,	
882.1559417247772,	-0.71448344,	-0.050009459,	0.0005165599999999992,	-0.050009459,	4,	
882.6559417247772,	-0.71446437,	-0.050015185,	0.0005356300000000092,	-0.050015185,	4,	
883.1559417247772,	-0.71457887,	-0.050016463,	0.0004211299999999918,	-0.050016463,	4,	
