name = extended_platinum_ec
technique = EC
tstamp = 1580480022.0
backend_name = BackendBase(none, address=none)
id = 7
timecol 'time/s' for: '$U_{RHE}$ / [V]' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["<I>/mA"], "selector": ["selector"]}
N_header_lines = 10

time/s,	$U_{RHE}$ / [V],	<I>/mA,	selector
383.0684804916382,	0.38192042,	-0.0006522077489095352,	3,	
383.22258043289185,	0.3787463,	-0.0006560824513687433,	3,	
383.3766803741455,	0.3757056,	-0.0006660309581990806,	3,	
383.53078055381775,	0.37261997999999996,	-0.0006893308637876227,	3,	
383.6848804950714,	0.36960741999999996,	-0.0006998218134419924,	3,	
383.8389804363251,	0.36668995,	-0.000711865716386022,	3,	
383.99308037757874,	0.36331206,	-0.0007410431137717405,	3,	
384.147180557251,	0.36029638999999997,	-0.0007579794057108659,	3,	
384.30128049850464,	0.35692134,	-0.0007890799120212448,	3,	
384.4553804397583,	0.35353583,	-0.0008098160647367042,	3,	
384.60948038101196,	0.35076272,	-0.0008394408285697704,	3,	
384.7635803222656,	0.34736683999999995,	-0.0008669497361747194,	3,	
384.91768050193787,	0.34435608999999995,	-0.00090213775318361,	3,	
385.0717804431915,	0.34092365999999996,	-0.0009407105761841082,	3,	
385.2258803844452,	0.338153,	-0.0009848848993140678,	3,	
385.37998032569885,	0.33493801999999995,	-0.001019319901808396,	3,	
385.5340805053711,	0.33174851,	-0.001077561378558795,	3,	
385.68818044662476,	0.32847826999999996,	-0.001117954490904101,	3,	
385.8422803878784,	0.32539378999999996,	-0.001167383052476958,	3,	
385.9963803291321,	0.32218441,	-0.001227932239182036,	3,	
386.1504805088043,	0.3190476,	-0.001288180522911696,	3,	
386.304580450058,	0.31583862999999995,	-0.001340594148259184,	3,	
386.45868039131165,	0.31281483,	-0.001402859324158205,	3,	
386.6127803325653,	0.30972038999999996,	-0.001457722022376564,	3,	
386.76688051223755,	0.30653961999999996,	-0.001517613644385446,	3,	
386.9209804534912,	0.30324830999999997,	-0.001591428927325257,	3,	
387.0750803947449,	0.30040004,	-0.00165027345003012,	3,	
387.22918033599854,	0.29717603,	-0.001716550039030554,	3,	
387.3832805156708,	0.29418947999999995,	-0.00179327129676618,	3,	
387.53738045692444,	0.29091638,	-0.001863796325740283,	3,	
387.6914803981781,	0.28764935999999997,	-0.00194500814833793,	3,	
387.84558033943176,	0.28463499999999997,	-0.002055583822156211,	3,	
387.9996802806854,	0.28175571,	-0.002151702958248281,	3,	
388.15378046035767,	0.27865681,	-0.002272115819466573,	3,	
388.3078804016113,	0.27539991999999996,	-0.002390920749925737,	3,	
388.461980342865,	0.27249279,	-0.002500289086827853,	3,	
388.61608028411865,	0.26917772999999995,	-0.002614725145340315,	3,	
388.7701804637909,	0.26632234,	-0.002789428662197925,	3,	
388.92428040504456,	0.26330527,	-0.002940848798834543,	3,	
389.0783803462982,	0.26023789999999997,	-0.003095729512228533,	3,	
389.2324802875519,	0.25712543,	-0.00328297234947628,	3,	
389.3865804672241,	0.25391885,	-0.00339385672155007,	3,	
389.5406804084778,	0.2510145,	-0.003689007074645499,	3,	
389.69478034973145,	0.24811228999999996,	-0.003595065747579521,	3,	
389.8488802909851,	0.2451908,	-0.003813780687160095,	3,	
390.00298047065735,	0.24189152999999997,	-0.003924808534250562,	3,	
390.157080411911,	0.23874812999999995,	-0.004139160405700684,	3,	
390.3111803531647,	0.23585909,	-0.004078655004098319,	3,	
390.46528029441833,	0.23299758999999998,	-0.004038760998899917,	3,	
390.6193804740906,	0.23003812999999995,	-0.004078610221625298,	3,	
390.77348041534424,	0.22705202999999996,	-0.004005843776276734,	3,	
390.9275803565979,	0.22388168999999997,	-0.003983172280640573,	3,	
391.08168029785156,	0.22065912999999998,	-0.00385669140054918,	3,	
391.2357802391052,	0.21792503999999996,	-0.00376478421770771,	3,	
391.38988041877747,	0.21479090999999995,	-0.003724854661807134,	3,	
391.5439803600311,	0.21179278999999995,	-0.003619513557178308,	3,	
391.6980803012848,	0.20865347999999995,	-0.003557337665966342,	3,	
391.85218024253845,	0.20592411999999993,	-0.003556762768950839,	3,	
392.0062804222107,	0.20267393999999994,	-0.003514343167070234,	3,	
392.16038036346436,	0.19977221,	-0.003562170860471107,	3,	
392.314480304718,	0.196704,	-0.003529033406154699,	3,	
392.4685802459717,	0.19370069999999995,	-0.00358314176976475,	3,	
392.6226804256439,	0.19064398999999999,	-0.003657227882020345,	3,	
392.7767803668976,	0.18791981999999996,	-0.003606997568602208,	3,	
392.93088030815125,	0.18448427,	-0.00379688736634406,	3,	
393.0849802494049,	0.18153925999999998,	-0.00385588044767772,	3,	
393.23908042907715,	0.17859377999999992,	-0.003992426820507475,	3,	
393.3931803703308,	0.17552908999999994,	-0.004165347687469739,	3,	
393.5472803115845,	0.17261216000000001,	-0.004253416973884719,	3,	
393.70138025283813,	0.16959168999999996,	-0.004379037401142434,	3,	
393.8554804325104,	0.16615470999999993,	-0.004696512719817456,	3,	
394.00958037376404,	0.16328104999999993,	-0.004811314101768119,	3,	
394.1636803150177,	0.16028114999999998,	-0.005118516429560169,	3,	
394.31778025627136,	0.15721085,	-0.005343788177019429,	3,	
394.471880197525,	0.15419771999999998,	-0.005567831983166016,	3,	
394.62598037719727,	0.15083029999999997,	-0.005769186570049364,	3,	
394.7800803184509,	0.14799991,	-0.006064221223477169,	3,	
394.9341802597046,	0.14482715000000002,	-0.006400191551923451,	3,	
395.08828020095825,	0.14179471,	-0.00661160831567896,	3,	
395.2423803806305,	0.13870908999999998,	-0.006875566241400372,	3,	
395.39648032188416,	0.13536366,	-0.007177854138518333,	3,	
395.5505802631378,	0.13204362999999997,	-0.007309675394769927,	3,	
395.7046802043915,	0.12924959999999996,	-0.007571258273751935,	3,	
395.8587803840637,	0.12624749000000002,	-0.007811740517405116,	3,	
396.0128803253174,	0.12286730999999995,	-0.007909568338666184,	3,	
396.16698026657104,	0.11951294000000001,	-0.008109889286014138,	3,	
396.3210802078247,	0.11657836999999993,	-0.008118565382217308,	3,	
396.47518038749695,	0.11313476999999994,	-0.00809689700183958,	3,	
396.6292803287506,	0.11038371999999996,	-0.007985236103675124,	3,	
396.7833802700043,	0.10706927999999993,	-0.007899907265414313,	3,	
396.93748021125793,	0.10395482,	-0.007769086002705872,	3,	
397.0915803909302,	0.10064688,	-0.007562160372067889,	3,	
397.24568033218384,	0.09770402,	-0.007374922680199764,	3,	
397.3997802734375,	0.09452291999999995,	-0.007249623875739145,	3,	
397.55388021469116,	0.09136840000000002,	-0.00704614691948538,	3,	
397.7079803943634,	0.08818879000000002,	-0.006919587030377576,	3,	
397.86208033561707,	0.08513775000000001,	-0.006838069699566678,	3,	
398.0161802768707,	0.08207436999999995,	-0.006657989667926417,	3,	
398.1702802181244,	0.07870462,	-0.006643805283564355,	3,	
398.32438015937805,	0.07556589999999996,	-0.006639696511497345,	3,	
398.4784803390503,	0.07244220000000001,	-0.006617871654389464,	3,	
398.63258028030396,	0.06930824999999996,	-0.00668131508674432,	3,	
398.7866802215576,	0.06636407999999994,	-0.00681274575160027,	3,	
398.9407801628113,	0.06332870999999995,	-0.00700317784729498,	3,	
399.0948803424835,	0.05995317999999994,	-0.007276843592533264,	3,	
399.2489802837372,	0.05663885999999996,	-0.007630050102797437,	3,	
399.40308022499084,	0.05367805999999997,	-0.008098093918616517,	3,	
399.5571801662445,	0.05066815000000002,	-0.00867881648595882,	3,	
399.71128034591675,	0.047387979999999996,	-0.009464805660573977,	3,	
399.8653802871704,	0.044272089999999986,	-0.01044837443473934,	3,	
400.0194802284241,	0.041235709999999925,	-0.01170209521302993,	3,	
400.17358016967773,	0.03835895,	-0.01313845619943916,	3,	
400.2814803123474,	0.03606608,	-0.01436560913466844,	3,	
400.3059802055359,	0.03569409000000001,	-0.01445595640689135,	3,	
400.3213801383972,	0.03531255999999994,	-0.01413751787195605,	3,	
400.4061801433563,	0.03726407999999992,	-0.006348904854960979,	3,	
400.56028032302856,	0.04021087000000001,	-0.0001237940426771628,	3,	
400.7143802642822,	0.043691839999999926,	0.002092386099081509,	3,	
400.8684802055359,	0.046933319999999945,	0.003238824489764994,	3,	
401.02258014678955,	0.04992987999999998,	0.003696215714198897,	3,	
401.1766803264618,	0.05275812000000002,	0.003967976066738113,	3,	
401.33078026771545,	0.05613252000000002,	0.004123990374636937,	3,	
401.4848802089691,	0.05919440999999992,	0.004167146710704714,	3,	
401.6389801502228,	0.06245020000000001,	0.004166847127333478,	3,	
401.793080329895,	0.06544097999999998,	0.004163274673632811,	3,	
401.9471802711487,	0.06848790999999999,	0.004167906351667056,	3,	
402.10128021240234,	0.07162603000000001,	0.004147519811740602,	3,	
402.255380153656,	0.07508017999999994,	0.004176925324594412,	3,	
402.40948033332825,	0.07807084999999991,	0.004260696984583152,	3,	
402.5635802745819,	0.08125980999999993,	0.004260541955708047,	3,	
402.71768021583557,	0.08426866,	0.004348146137476805,	3,	
402.87178015708923,	0.08724047999999995,	0.004474120122723614,	3,	
403.0258800983429,	0.09047075999999998,	0.004552288602750004,	3,	
403.17998027801514,	0.09369953999999991,	0.004660212421951833,	3,	
403.3340802192688,	0.09684451999999999,	0.004881430286503077,	3,	
403.48818016052246,	0.09990730999999997,	0.004982532987745938,	3,	
403.6422801017761,	0.10302325999999995,	0.00520515170134022,	3,	
403.79638028144836,	0.10635408000000002,	0.005431316789652063,	3,	
403.950480222702,	0.10937686999999996,	0.005590910414788611,	3,	
404.1045801639557,	0.11248417999999993,	0.005855115803184666,	3,	
404.25868010520935,	0.11567857999999998,	0.006024801186803319,	3,	
404.4127802848816,	0.11900833,	0.006196527579430816,	3,	
404.56688022613525,	0.12219121999999993,	0.006359130415318243,	3,	
404.7209801673889,	0.12528368,	0.006378569179077167,	3,	
404.8750801086426,	0.12839003999999998,	0.006456381650296637,	3,	
405.0291802883148,	0.13145854999999995,	0.006367287664881295,	3,	
405.1832802295685,	0.13467589000000002,	0.006304014926230218,	3,	
405.33738017082214,	0.13779898999999995,	0.006276886054219659,	3,	
405.4914801120758,	0.1406299099999999,	0.006124260308847683,	3,	
405.64558029174805,	0.14403661999999995,	0.006039537146246457,	3,	
405.7996802330017,	0.1471245,	0.005895811449949134,	3,	
405.95378017425537,	0.15030803999999998,	0.005708446746840051,	3,	
406.10788011550903,	0.15333195999999993,	0.005508641176339674,	3,	
406.2619800567627,	0.15644647999999994,	0.005362205149072506,	3,	
406.41608023643494,	0.15934636999999996,	0.005138284724266029,	3,	
406.5701801776886,	0.16277226,	0.005032897514936706,	3,	
406.72428011894226,	0.16575518,	0.004733613347766827,	3,	
406.8783800601959,	0.16864994,	0.004558008959024473,	3,	
407.03248023986816,	0.17155763000000002,	0.004329959689136659,	3,	
407.1865801811218,	0.17495383999999992,	0.004148521307796804,	3,	
407.3406801223755,	0.17801829999999996,	0.00409045865662384,	3,	
407.49478006362915,	0.18112167,	0.003923987234490001,	3,	
407.6488802433014,	0.18377949999999998,	0.003856401245257907,	3,	
407.80298018455505,	0.18666121000000002,	0.003785384901071928,	3,	
407.9570801258087,	0.19011506,	0.003710317697993987,	3,	
408.1111800670624,	0.19315191999999992,	0.003660691736251727,	3,	
408.2652802467346,	0.19592288000000002,	0.003680455989664377,	3,	
408.4193801879883,	0.19884075999999995,	0.003611647763083884,	3,	
408.57348012924194,	0.20192042,	0.003564804730308721,	3,	
408.7275800704956,	0.20508154999999995,	0.003712067523107196,	3,	
408.88168025016785,	0.20820412,	0.003498287767317101,	3,	
409.0357801914215,	0.21122953,	0.003472003434084374,	3,	
409.18988013267517,	0.21413274999999998,	0.003511412666084492,	3,	
409.34398007392883,	0.21707760999999998,	0.0034837282904427,	3,	
409.4980800151825,	0.21998509,	0.003517141490525129,	3,	
409.65218019485474,	0.22323632,	0.00353097679813498,	3,	
409.8062801361084,	0.22622426999999995,	0.00361573201370069,	3,	
409.96038007736206,	0.22894492,	0.003610923789792095,	3,	
410.1144800186157,	0.23228859999999996,	0.003721722669567606,	3,	
410.26858019828796,	0.23524066,	0.003884416603010317,	3,	
410.4226801395416,	0.23800732999999996,	0.003765135340644238,	3,	
410.5767800807953,	0.24128609999999995,	0.00385762793426038,	3,	
410.73088002204895,	0.24431218999999998,	0.00394597152081437,	3,	
410.8849802017212,	0.24770500999999995,	0.003874494665885866,	3,	
411.03908014297485,	0.25033202,	0.003840130437033337,	3,	
411.1931800842285,	0.25340475999999995,	0.003813137788672066,	3,	
411.3472800254822,	0.25637295,	0.00371229373183914,	3,	
411.5013802051544,	0.25951477999999994,	0.003622962751437531,	3,	
411.6554801464081,	0.26229422999999996,	0.003501781118858328,	3,	
411.80958008766174,	0.26548707,	0.003384789916132342,	3,	
411.9636800289154,	0.26845178,	0.00323508863975466,	3,	
412.11778020858765,	0.27155255999999994,	0.003090540488280419,	3,	
412.2718801498413,	0.27483081,	0.002980208821312946,	3,	
412.42598009109497,	0.27781494999999995,	0.002845173951864679,	3,	
412.58008003234863,	0.28094598,	0.002664231180699209,	3,	
412.7341802120209,	0.28408584,	0.002554693324978291,	3,	
412.88828015327454,	0.28726252999999996,	0.002406271850349674,	3,	
413.0423800945282,	0.28997092999999996,	0.002275252291020716,	3,	
413.19648003578186,	0.29326962999999995,	0.002192565603447688,	3,	
413.3505799770355,	0.29641193,	0.002060665330162616,	3,	
413.50468015670776,	0.29959352999999994,	0.001964855792220742,	3,	
413.6587800979614,	0.30280747999999996,	0.001886118054962416,	3,	
413.8128800392151,	0.30562919,	0.001786873144170247,	3,	
413.96697998046875,	0.30868675999999995,	0.001656484891965177,	3,	
414.121080160141,	0.31198391,	0.001682413909909065,	3,	
414.27518010139465,	0.31542106999999997,	0.001545143497454392,	3,	
414.4292800426483,	0.31824746,	0.001492512106306153,	3,	
414.583379983902,	0.32150322,	0.001391294304296319,	3,	
414.7374801635742,	0.32463919999999996,	0.001344526788555395,	3,	
414.8915801048279,	0.32805191999999994,	0.001252857826082964,	3,	
415.04568004608154,	0.33098542,	0.00118754276147123,	3,	
415.1997799873352,	0.33407727,	0.001129540193687672,	3,	
415.35388016700745,	0.33726378999999995,	0.001062877394016434,	3,	
415.5079801082611,	0.34043597999999997,	0.0009945438618803003,	3,	
415.66208004951477,	0.34358033,	0.0009510523799183684,	3,	
415.81617999076843,	0.34668126,	0.0008904324388582085,	3,	
415.9702801704407,	0.34973684,	0.0008394059100013136,	3,	
416.12438011169434,	0.35296794,	0.0008007002210266929,	3,	
416.278480052948,	0.35612759,	0.0007617444172616384,	3,	
416.43257999420166,	0.35926221999999997,	0.0007271331294565293,	3,	
416.5866799354553,	0.36247164,	0.0006913489207013136,	3,	
416.74078011512756,	0.36552064999999995,	0.0006598976442576754,	3,	
416.8948800563812,	0.36880936999999997,	0.0006319398043191076,	3,	
417.0489799976349,	0.3716768,	0.0006043515979724714,	3,	
417.20307993888855,	0.37497112,	0.0005904856578293743,	3,	
417.3571801185608,	0.37816753999999997,	0.0005699679943001884,	3,	
417.51128005981445,	0.38133859,	0.0005460133381164183,	3,	
417.6653800010681,	0.38447006999999994,	0.0005420094981621933,	3,	
417.8194799423218,	0.38741135,	0.0005268783287769993,	3,	
417.973580121994,	0.39065054,	0.0005084050900023144,	3,	
418.1276800632477,	0.39379042,	0.000504202947585625,	3,	
418.28178000450134,	0.39678174,	0.0004971300862144923,	3,	
418.435879945755,	0.39980488999999997,	0.0004877709965827037,	3,	
418.58998012542725,	0.40295522999999994,	0.0004810307038880827,	3,	
418.7440800666809,	0.40626980999999995,	0.0004795635111614488,	3,	
418.89818000793457,	0.40920083999999995,	0.0004724257107522785,	3,	
419.05227994918823,	0.41211471,	0.0004665588323965516,	3,	
419.2063801288605,	0.41527538999999997,	0.0004678937649371714,	3,	
419.36048007011414,	0.41841112999999996,	0.0004684993494503801,	3,	
419.5145800113678,	0.42122670999999995,	0.0004590590615333886,	3,	
419.66867995262146,	0.42433652,	0.0004634731630760126,	3,	
419.8227798938751,	0.42736303,	0.0004635912797502533,	3,	
419.97688007354736,	0.43034996999999997,	0.0004591556995313436,	3,	
420.130980014801,	0.43339729,	0.0004606216166479268,	3,	
420.2850799560547,	0.43638246999999997,	0.0004719742532948434,	3,	
420.43917989730835,	0.43938945999999995,	0.0004637362850216428,	3,	
420.5932800769806,	0.44235562999999994,	0.0004636154906752753,	3,	
420.74738001823425,	0.44541597,	0.0004677492687632399,	3,	
420.9014799594879,	0.44849195999999997,	0.000468390050427368,	3,	
421.0555799007416,	0.45145058,	0.0004676406175495255,	3,	
421.2096800804138,	0.45452556,	0.0004717669049435751,	3,	
421.3637800216675,	0.45762112,	0.0004778277853375017,	3,	
421.51787996292114,	0.46077000999999995,	0.0004758209429770125,	3,	
421.6719799041748,	0.46358591,	0.0004776399834321883,	3,	
421.82608008384705,	0.46645806,	0.0004852428071922044,	3,	
421.9801800251007,	0.46949841,	0.0004824917706165889,	3,	
422.13427996635437,	0.47260821,	0.000486369076192871,	3,	
422.28837990760803,	0.47564174,	0.0004997325082955061,	3,	
422.4424800872803,	0.47857289,	0.0004959464412127065,	3,	
422.59658002853394,	0.48178588999999994,	0.000495885202662734,	3,	
422.7506799697876,	0.48470923999999993,	0.0005035983485363535,	3,	
422.90477991104126,	0.48768301,	0.0005074537524913277,	3,	
423.0588798522949,	0.49059022999999996,	0.0005067754358174838,	3,	
423.21298003196716,	0.49384127,	0.0005123583377034981,	3,	
423.3670799732208,	0.49683678,	0.0005216480837065282,	3,	
423.5211799144745,	0.49984357999999995,	0.0005197915177131852,	3,	
423.67527985572815,	0.5027516399999999,	0.0005229030120177548,	3,	
423.8293800354004,	0.5058706399999999,	0.0005312098900659198,	3,	
423.98347997665405,	0.50911905,	0.0005340844861070459,	3,	
424.1375799179077,	0.5119478799999999,	0.000533820636140948,	3,	
424.2916798591614,	0.51505614,	0.0005505376613647639,	3,	
424.4457800388336,	0.51816028,	0.0005468658617014271,	3,	
424.5998799800873,	0.5212593,	0.0005469737314675299,	3,	
424.75397992134094,	0.52442386,	0.0005567419528631941,	3,	
424.9080798625946,	0.5272928699999999,	0.0005614825730683422,	3,	
425.06218004226685,	0.53047208,	0.0005622763518473,	3,	
425.2162799835205,	0.53373551,	0.0005688244250475769,	3,	
425.37037992477417,	0.53693916,	0.0005758854445503999,	3,	
425.52447986602783,	0.53975632,	0.0005768764002065589,	3,	
425.6785800457001,	0.54312403,	0.0005803033820891042,	3,	
425.83267998695374,	0.54633887,	0.0005915242824263449,	3,	
425.9867799282074,	0.54937885,	0.000593200504929438,	3,	
426.14087986946106,	0.55242014,	0.0005949030828419754,	3,	
426.2949800491333,	0.55563318,	0.0006115589968039969,	3,	
426.44907999038696,	0.55893379,	0.0006145064174498211,	3,	
426.6031799316406,	0.56184126,	0.0006107908183237316,	3,	
426.7572798728943,	0.5650701499999999,	0.0006233972294595862,	3,	
426.91137981414795,	0.56810194,	0.0006309310928938067,	3,	
427.0654799938202,	0.57139834,	0.0006328544566706548,	3,	
427.21957993507385,	0.5744630399999999,	0.0006442665270983208,	3,	
427.3736798763275,	0.57754105,	0.0006562239609109646,	3,	
427.5277798175812,	0.5807986199999999,	0.0006603003308310162,	3,	
427.6818799972534,	0.58386609,	0.0006671029156573253,	3,	
427.8359799385071,	0.5869822,	0.0006834994262263933,	3,	
427.99007987976074,	0.58999289,	0.0006929077352160065,	3,	
428.1441798210144,	0.59315399,	0.000699196466363905,	3,	
428.29828000068665,	0.5964832499999999,	0.0007209773224012336,	3,	
428.4523799419403,	0.5996696499999999,	0.0007306242353995254,	3,	
428.60647988319397,	0.6026090199999999,	0.0007397848400107722,	3,	
428.76057982444763,	0.60580211,	0.0007599464534738514,	3,	
428.9146800041199,	0.60899125,	0.0007801607910318652,	3,	
429.06877994537354,	0.6121508499999999,	0.0007928772249264128,	3,	
429.2228798866272,	0.615369257,	0.0008082223608188704,	3,	
429.37697982788086,	0.618478511,	0.0008360147653705234,	3,	
429.5310800075531,	0.621367838,	0.0008560555879832274,	3,	
429.68517994880676,	0.62466066,	0.0008781181572380631,	3,	
429.8392798900604,	0.6277818789999999,	0.0009024467530267533,	3,	
429.9933798313141,	0.630892087,	0.0009469080411360267,	3,	
430.14747977256775,	0.634071905,	0.0009688518450384847,	3,	
430.30157995224,	0.6371513489999999,	0.001001215235184746,	3,	
430.45567989349365,	0.64028034,	0.001034176396501392,	3,	
430.6097798347473,	0.643274594,	0.001061031369933692,	3,	
430.763879776001,	0.646403995,	0.001103676489723236,	3,	
430.9179799556732,	0.649813999,	0.001142149557442662,	3,	
431.0720798969269,	0.652459797,	0.001172947579433557,	3,	
431.22617983818054,	0.655488886,	0.0012134190290632,	3,	
431.3802797794342,	0.6586767139999999,	0.001257253101621583,	3,	
431.53437995910645,	0.661711101,	0.001281046007961913,	3,	
431.6884799003601,	0.665103465,	0.001319657796967256,	3,	
431.84257984161377,	0.667684835,	0.00134972627350069,	3,	
431.99667978286743,	0.670986526,	0.001382447079419783,	3,	
432.1507799625397,	0.6739653609999999,	0.001410191853245242,	3,	
432.30487990379333,	0.67713349,	0.001435535582266096,	3,	
432.458979845047,	0.679889038,	0.001454810296280581,	3,	
432.61307978630066,	0.682820484,	0.001472722598231538,	3,	
432.7671799659729,	0.6860593429999999,	0.001491161243764718,	3,	
432.92127990722656,	0.689085089,	0.001510190110135506,	3,	
433.0753798484802,	0.691714686,	0.001512588924320789,	3,	
433.2294797897339,	0.694667166,	0.001531086088535437,	3,	
433.38357973098755,	0.697768977,	0.001545348687672454,	3,	
433.5376799106598,	0.701158567,	0.001545352284744071,	3,	
433.69177985191345,	0.703971114,	0.001553963977371337,	3,	
433.8458797931671,	0.7068752406,	0.001572717795320241,	3,	
433.9999797344208,	0.7100915836,	0.001569513048260383,	3,	
434.154079914093,	0.7127646656,	0.001530149188114699,	3,	
434.3081798553467,	0.7157039348099999,	0.001577109874838979,	3,	
434.46227979660034,	0.718885129,	0.0015861546173138,	3,	
434.616379737854,	0.7220497900999999,	0.001587360637853681,	3,	
434.77047991752625,	0.7245678847,	0.001602903725536267,	3,	
434.9245798587799,	0.7278745959999999,	0.00161042008238174,	3,	
435.07867980003357,	0.730827185,	0.001610535440068928,	3,	
435.23277974128723,	0.734103514,	0.001620320612507322,	3,	
435.3868799209595,	0.73692539,	0.001631093511687772,	3,	
435.54097986221313,	0.7400258759999999,	0.001625435217707498,	3,	
435.6950798034668,	0.7431083829999999,	0.001632558577398625,	3,	
435.84917974472046,	0.7462817359999999,	0.001638774112825092,	3,	
436.0032799243927,	0.748971306,	0.001633593447455416,	3,	
436.15737986564636,	0.7520453779999999,	0.001642557043802478,	3,	
436.3114798069,	0.7553980579999999,	0.001635329408108368,	3,	
436.4655797481537,	0.7583596069999999,	0.001639476526977789,	3,	
436.61967968940735,	0.7612800559999999,	0.001627277495200814,	3,	
436.7737798690796,	0.764533624,	0.001631532781304154,	3,	
436.92787981033325,	0.767584931,	0.001624445389821171,	3,	
437.08207988739014,	0.770940326,	0.001612839943848393,	3,	
437.2360796928406,	0.77365664,	0.001611214499970889,	3,	
437.39027976989746,	0.776794773,	0.001606511118700932,	3,	
437.5442798137665,	0.779938195,	0.001590508436936464,	3,	
437.69847989082336,	0.7833603579999999,	0.001584703665516805,	3,	
437.8524796962738,	0.786424298,	0.001586849180500061,	3,	
438.0066797733307,	0.7895094269999999,	0.001569872115175537,	3,	
438.1606798171997,	0.7926867719999999,	0.001573174506355417,	3,	
438.3148798942566,	0.795691352,	0.001573150087688088,	3,	
438.46887969970703,	0.7988782409999999,	0.001561933201236819,	3,	
438.6230797767639,	0.8019135709999999,	0.001555083272883222,	3,	
438.77707982063293,	0.8049605449999999,	0.001561884609992445,	3,	
438.93127965927124,	0.808307465,	0.001552235195940208,	3,	
439.08527970314026,	0.811497536,	0.001552604062912428,	3,	
439.23947978019714,	0.81447668,	0.001557140480150055,	3,	
439.39347982406616,	0.8175755899999999,	0.001567921628847131,	3,	
439.54767966270447,	0.82080911,	0.001569950601468347,	3,	
439.7016797065735,	0.8239853899999999,	0.001591547017003684,	3,	
439.85587978363037,	0.82697197,	0.00161768177811817,	3,	
440.0098798274994,	0.83019276,	0.001638119688464542,	3,	
440.1640796661377,	0.83325457,	0.001669268436405486,	3,	
440.3180797100067,	0.83664918,	0.001710651701487242,	3,	
440.4722797870636,	0.83968133,	0.001734635296909384,	3,	
440.6262798309326,	0.84274527,	0.001776544171142558,	3,	
440.7804796695709,	0.8459183699999999,	0.001835904317684058,	3,	
440.93447971343994,	0.84921863,	0.001869394949918383,	3,	
441.0886797904968,	0.85214269,	0.001917656976593613,	3,	
441.24267983436584,	0.8553284999999999,	0.001975912279953911,	3,	
441.39687967300415,	0.8585228,	0.00202500151469763,	3,	
441.55087971687317,	0.86150832,	0.002074556513994089,	3,	
441.70507979393005,	0.8647418299999999,	0.002130882663255257,	3,	
441.8590798377991,	0.86775277,	0.002200661424688315,	3,	
442.0132796764374,	0.8709258799999999,	0.002260839157193519,	3,	
442.1672797203064,	0.87414987,	0.002307334148552137,	3,	
442.3214797973633,	0.87718518,	0.002376182160724806,	3,	
442.4754798412323,	0.8803232999999999,	0.002424613277466701,	3,	
442.6296796798706,	0.8831986,	0.002478151448463216,	3,	
442.7836797237396,	0.88659426,	0.002556857399263037,	3,	
442.9378798007965,	0.8895416199999999,	0.002604602074122414,	3,	
443.0918798446655,	0.89246355,	0.002667073219632249,	3,	
443.24607968330383,	0.89557625,	0.002735659177851513,	3,	
443.40007972717285,	0.89865185,	0.002795162573702586,	3,	
443.55427980422974,	0.9015991999999999,	0.002840837374615872,	3,	
443.7082796096802,	0.9046249799999999,	0.00291873048007902,	3,	
443.86247968673706,	0.90774299,	0.002970416332115332,	3,	
444.0165796279907,	0.91067895,	0.003043030357985765,	3,	
444.17067980766296,	0.9138941899999999,	0.003081393931266527,	3,	
444.3247797489166,	0.91688522,	0.003156986775219289,	3,	
444.4788796901703,	0.91983766,	0.003190222422869739,	3,	
444.63297963142395,	0.9227847,	0.003241005758367027,	3,	
444.7870798110962,	0.9261488999999999,	0.003305586956061975,	3,	
444.94117975234985,	0.92901711,	0.003349706009762594,	3,	
445.0952796936035,	0.93204361,	0.003385673350962071,	3,	
445.2493796348572,	0.93509526,	0.003443922609196839,	3,	
445.4034798145294,	0.93799238,	0.003479838041248094,	3,	
445.5575797557831,	0.94111691,	0.003511449739190639,	3,	
445.71167969703674,	0.94411496,	0.003562449295348245,	3,	
445.8657796382904,	0.9472316,	0.003598224215914832,	3,	
446.01987957954407,	0.95016335,	0.003651498641056988,	3,	
446.1739797592163,	0.95322905,	0.003674763001065765,	3,	
446.32807970046997,	0.95649685,	0.003707857477105066,	3,	
446.48217964172363,	0.9592083499999999,	0.003733248609627038,	3,	
446.6362795829773,	0.9624487899999999,	0.003758105722507635,	3,	
446.79037976264954,	0.9653354,	0.003803745014307004,	3,	
446.9444797039032,	0.9683488,	0.003824485490924975,	3,	
447.09857964515686,	0.97124067,	0.003849369891792579,	3,	
447.2526795864105,	0.97431773,	0.003880064336728259,	3,	
447.40677976608276,	0.97718739,	0.003910891741023576,	3,	
447.5608797073364,	0.98056537,	0.003926695884819024,	3,	
447.7149796485901,	0.98360636,	0.003965474034451966,	3,	
447.86907958984375,	0.9867261,	0.003990759940552174,	3,	
448.023179769516,	0.98961824,	0.004029053398842505,	3,	
448.17727971076965,	0.99253708,	0.004051958250048518,	3,	
448.3313796520233,	0.9957710799999999,	0.00407178100713055,	3,	
448.485479593277,	0.99873492,	0.004089048064561104,	3,	
448.6395797729492,	1.00208929,	0.004116801946530455,	3,	
448.7936797142029,	1.00496137,	0.004150252215328623,	3,	
448.94777965545654,	1.00818669,	0.004179301025322241,	3,	
